tournamentId,match,move
879,41,[0 1]
879,42,[0 5]
879,43,[0 4]
879,44,[0 2]
879,45,[0 3]
879,46,[0 0]
879,47,[1 5]
879,48,[7 2]
879,49,[6 1]
879,50,[0 6]
879,51,[1 1]
879,52,[4 0]
879,53,[6 0]
879,54,[7 0]
879,55,[7 1]
879,56,[1 6]
879,57,[7 7]
879,58,[0 7]
879,59,[6 6]
880,0,[5 4]
880,1,[5 5]
880,2,[4 5]
880,3,[5 3]
880,4,[6 5]
880,5,[3 5]
880,6,[4 2]
880,7,[5 2]
880,8,[6 3]
880,9,[3 2]
880,10,[6 2]
880,11,[7 3]
880,12,[2 4]
880,13,[7 2]
880,14,[2 5]
880,15,[2 6]
880,16,[2 2]
880,17,[1 3]
880,18,[2 3]
880,19,[1 4]
880,20,[1 2]
880,21,[3 1]
880,22,[0 5]
880,23,[0 2]
880,24,[3 6]
880,25,[1 5]
880,26,[0 4]
880,27,[3 7]
880,28,[4 6]
880,29,[5 7]
880,30,[4 7]
880,31,[1 6]
880,32,[0 3]
880,33,[0 6]
880,34,[2 7]
880,35,[6 4]
880,36,[7 4]
880,37,[5 6]
880,38,[0 7]
880,39,[1 7]
880,40,[0 1]
880,41,[7 5]
880,42,[6 6]
880,43,[6 7]
880,44,[3 0]
880,45,[4 1]
880,46,[7 7]
880,47,[4 0]
880,48,[5 0]
880,49,[2 1]
880,50,[5 1]
880,51,[7 6]
880,52,[6 1]
880,53,[7 0]
880,54,[1 0]
880,55,[6 0]
880,56,[2 0]
880,57,[0 0]
880,58,[1 1]
880,59,[7 1]
881,0,[5 4]
881,1,[3 5]
881,2,[2 2]
881,3,[3 2]
881,4,[2 3]
881,5,[5 3]
881,6,[5 5]
881,7,[5 2]
881,8,[4 5]
881,9,[4 6]
881,10,[5 6]
881,11,[2 4]
881,12,[4 2]
881,13,[4 1]
881,14,[6 3]
881,15,[3 1]
881,16,[5 1]
881,17,[6 5]
881,18,[2 6]
881,19,[6 4]
881,20,[6 2]
881,21,[2 5]
881,22,[7 5]
881,23,[1 4]
881,24,[7 4]
881,25,[2 1]
881,26,[3 7]
881,27,[5 0]
881,28,[3 6]
881,29,[2 7]
881,30,[2 0]
881,31,[3 0]
881,32,[1 2]
881,33,[0 3]
881,34,[0 1]
881,35,[0 2]
881,36,[1 1]
881,37,[1 3]
881,38,[0 4]
881,39,[0 5]
881,40,[0 6]
881,41,[0 0]
881,42,[1 0]
881,43,[1 5]
881,44,[4 0]
881,45,[0 7]
881,46,[1 7]
881,47,[4 7]
881,48,[1 6]
881,49,[5 7]
881,50,[6 6]
881,51,[7 7]
881,52,[6 1]
881,53,[7 0]
881,54,[7 1]
881,55,[7 3]
881,56,[7 6]
881,57,[6 7]
881,58,[7 2]
881,59,[6 0]
882,0,[5 4]
882,1,[3 5]
882,2,[2 2]
882,3,[3 2]
882,4,[2 3]
882,5,[5 3]
882,6,[4 2]
882,7,[5 2]
882,8,[4 5]
882,9,[5 5]
882,10,[6 3]
882,11,[6 2]
882,12,[6 4]
882,13,[7 4]
882,14,[7 3]
882,15,[7 2]
882,16,[6 5]
882,17,[7 5]
882,18,[2 6]
882,19,[2 4]
882,20,[2 5]
882,21,[1 3]
882,22,[1 4]
882,23,[4 1]
882,24,[0 2]
882,25,[3 6]
882,26,[3 7]
882,27,[1 5]
882,28,[0 4]
882,29,[3 1]
882,30,[4 6]
882,31,[4 7]
882,32,[5 7]
882,33,[5 6]
882,34,[6 7]
882,35,[2 7]
882,36,[1 7]
882,37,[1 2]
882,38,[2 1]
882,39,[2 0]
882,40,[3 0]
882,41,[4 0]
882,42,[6 6]
882,43,[7 7]
882,44,[1 6]
882,45,[0 7]
882,46,[5 1]
882,47,[0 3]
882,48,[5 0]
882,49,[6 0]
882,50,[0 5]
882,51,[0 6]
882,52,[6 1]
882,53,[0 1]
882,54,[7 6]
882,55,[7 0]
882,56,[1 0]
882,57,[1 1]
882,58,[0 0]
882,59,[7 1]
883,0,[5 4]
883,1,[3 5]
883,2,[2 2]
883,3,[3 2]
883,4,[2 3]
883,5,[5 3]
883,6,[2 4]
883,7,[1 2]
883,8,[2 1]
883,9,[1 3]
883,10,[4 2]
883,11,[4 5]
883,12,[2 5]
883,13,[5 5]
883,14,[0 4]
883,15,[0 3]
883,16,[1 4]
883,17,[0 5]
883,18,[3 6]
883,19,[2 6]
883,20,[4 6]
883,21,[1 5]
883,22,[6 2]
883,23,[2 7]
883,24,[3 7]
883,25,[2 0]
883,26,[6 4]
883,27,[3 1]
883,28,[1 1]
883,29,[5 2]
883,30,[0 2]
883,31,[7 2]
883,32,[5 6]
883,33,[7 4]
883,34,[0 6]
883,35,[0 0]
883,36,[1 6]
883,37,[6 3]
883,38,[7 3]
883,39,[6 5]
883,40,[5 1]
883,41,[4 1]
883,42,[6 1]
883,43,[0 1]
883,44,[5 0]
883,45,[7 0]
883,46,[6 0]
883,47,[7 1]
883,48,[4 0]
883,49,[0 7]
883,50,[1 7]
883,51,[4 7]
883,52,[1 0]
883,53,[3 0]
883,54,[5 7]
883,55,[6 7]
883,56,[7 6]
883,57,[7 5]
883,58,[6 6]
883,59,[7 7]
884,0,[5 4]
884,1,[3 5]
884,2,[2 2]
884,3,[3 2]
884,4,[2 3]
884,5,[5 3]
884,6,[5 5]
884,7,[5 2]
884,8,[4 5]
884,9,[4 6]
884,10,[5 6]
884,11,[2 4]
884,12,[1 5]
884,13,[1 3]
884,14,[3 7]
884,15,[6 4]
884,16,[6 3]
884,17,[7 3]
884,18,[1 4]
884,19,[2 5]
884,20,[3 6]
884,21,[4 7]
884,22,[5 7]
884,23,[2 7]
884,24,[1 7]
884,25,[2 6]
884,26,[4 2]
884,27,[0 3]
884,28,[6 2]
884,29,[6 5]
884,30,[0 2]
884,31,[3 1]
884,32,[7 5]
884,33,[2 1]
884,34,[0 4]
884,35,[4 1]
884,36,[7 4]
884,37,[7 2]
884,38,[1 2]
884,39,[7 6]
884,40,[5 1]
884,41,[4 0]
884,42,[6 0]
884,43,[6 6]
884,44,[6 1]
884,45,[0 5]
884,46,[2 0]
884,47,[0 1]
884,48,[7 7]
884,49,[5 0]
884,50,[3 0]
884,51,[6 7]
884,52,[7 1]
884,53,[7 0]
884,54,[1 1]
884,55,[0 7]
884,56,[1 6]
884,57,[0 0]
884,58,[1 0]
884,59,[0 6]
885,0,[5 4]
885,1,[3 5]
885,2,[2 2]
885,3,[3 2]
885,4,[2 3]
885,5,[5 3]
885,6,[5 5]
885,7,[5 2]
885,8,[4 5]
885,9,[4 6]
885,10,[3 6]
885,11,[6 5]
885,12,[6 4]
885,13,[2 4]
885,14,[1 5]
885,15,[2 5]
885,16,[1 4]
885,17,[2 6]
885,18,[5 7]
885,19,[4 7]
885,20,[5 6]
885,21,[7 5]
885,22,[7 3]
885,23,[1 3]
885,24,[4 2]
885,25,[4 1]
885,26,[0 2]
885,27,[1 2]
885,28,[5 1]
885,29,[7 4]
885,30,[7 6]
885,31,[3 1]
885,32,[6 3]
885,33,[7 2]
885,34,[7 1]
885,35,[6 2]
885,36,[2 0]
885,37,[3 0]
885,38,[5 0]
885,39,[0 5]
885,40,[4 0]
885,41,[0 4]
885,42,[0 1]
885,43,[0 3]
885,44,[0 6]
885,45,[1 6]
885,46,[3 7]
885,47,[2 7]
885,48,[6 6]
885,49,[7 7]
885,50,[6 7]
885,51,[2 1]
885,52,[1 0]
885,53,[7 0]
885,54,[6 1]
885,55,[1 1]
885,56,[0 0]
885,57,[6 0]
885,58,[0 7]
885,59,[1 7]
886,0,[5 4]
886,1,[3 5]
886,2,[2 4]
886,3,[5 3]
886,4,[4 2]
886,5,[2 5]
886,6,[3 2]
886,7,[5 5]
886,8,[4 5]
886,9,[3 6]
886,10,[6 3]
886,11,[2 3]
886,12,[6 4]
886,13,[2 2]
886,14,[5 6]
886,15,[3 1]
886,16,[2 0]
886,17,[4 1]
886,18,[1 4]
886,19,[3 0]
886,20,[5 2]
886,21,[6 2]
886,22,[1 3]
886,23,[7 3]
886,24,[7 2]
886,25,[7 5]
886,26,[7 4]
886,27,[7 1]
886,28,[2 6]
886,29,[4 6]
886,30,[2 1]
886,31,[1 5]
886,32,[6 5]
886,33,[5 7]
886,34,[2 7]
886,35,[4 7]
886,36,[0 4]
886,37,[1 0]
886,38,[3 7]
886,39,[7 6]
886,40,[6 7]
886,41,[1 2]
886,42,[0 1]
886,43,[0 6]
886,44,[0 5]
886,45,[1 6]
886,46,[1 1]
886,47,[0 3]
886,48,[4 0]
886,49,[5 0]
886,50,[6 1]
886,51,[7 0]
886,52,[6 0]
886,53,[0 0]
886,54,[0 2]
886,55,[5 1]
886,56,[0 7]
886,57,[1 7]
886,58,[6 6]
886,59,[7 7]
887,0,[5 4]
887,1,[3 5]
887,2,[2 2]
887,3,[3 2]
887,4,[2 3]
887,5,[5 3]
887,6,[5 5]
887,7,[6 4]
887,8,[4 2]
887,9,[5 2]
887,10,[6 3]
887,11,[7 2]
887,12,[7 5]
887,13,[7 4]
887,14,[2 6]
887,15,[3 6]
887,16,[2 5]
887,17,[4 6]
887,18,[4 5]
887,19,[4 1]
887,20,[3 1]
887,21,[6 2]
887,22,[3 7]
887,23,[2 4]
887,24,[1 5]
887,25,[0 5]
887,26,[6 5]
887,27,[5 6]
887,28,[1 4]
887,29,[5 1]
887,30,[4 0]
887,31,[0 4]
887,32,[5 7]
887,33,[4 7]
887,34,[2 7]
887,35,[1 3]
887,36,[1 2]
887,37,[7 6]
887,38,[0 3]
887,39,[5 0]
887,40,[2 1]
887,41,[6 6]
887,42,[6 0]
887,43,[3 0]
887,44,[2 0]
887,45,[6 1]
887,46,[7 0]
887,47,[0 2]
887,48,[7 1]
887,49,[7 3]
887,50,[0 6]
887,51,[0 7]
887,52,[7 7]
887,53,[6 7]
887,54,[0 1]
887,55,[1 7]
887,56,[1 6]
887,57,[0 0]
887,58,[1 1]
887,59,[1 0]
888,0,[5 4]
888,1,[3 5]
888,2,[2 2]
888,3,[3 2]
888,4,[2 3]
888,5,[5 3]
888,6,[2 4]
888,7,[1 2]
888,8,[2 1]
888,9,[1 3]
888,10,[2 5]
888,11,[3 1]
888,12,[4 5]
888,13,[1 4]
888,14,[4 2]
888,15,[5 2]
888,16,[6 3]
888,17,[1 5]
888,18,[0 5]
888,19,[2 6]
888,20,[0 4]
888,21,[3 6]
888,22,[4 6]
888,23,[5 7]
888,24,[0 3]
888,25,[2 0]
888,26,[3 7]
888,27,[4 7]
888,28,[2 7]
888,29,[1 7]
888,30,[5 6]
888,31,[6 4]
888,32,[5 5]
888,33,[6 7]
888,34,[1 1]
888,35,[6 5]
888,36,[7 3]
888,37,[7 5]
888,38,[7 4]
888,39,[7 2]
888,40,[1 6]
888,41,[0 1]
888,42,[0 2]
888,43,[6 6]
888,44,[0 0]
888,45,[0 7]
888,46,[0 6]
888,47,[5 1]
888,48,[4 1]
888,49,[4 0]
888,50,[5 0]
888,51,[1 0]
888,52,[3 0]
888,53,[6 0]
888,54,[6 1]
888,55,[7 7]
888,56,[7 6]
888,57,[7 1]
888,58,[7 0]
888,59,[6 2]
889,0,[5 4]
889,1,[3 5]
889,2,[2 2]
889,3,[6 4]
889,4,[2 5]
889,5,[1 5]
889,6,[5 5]
889,7,[4 6]
889,8,[2 6]
889,9,[2 7]
889,10,[6 5]
889,11,[4 5]
889,12,[7 4]
889,13,[5 3]
889,14,[6 3]
889,15,[7 5]
889,16,[7 6]
889,17,[7 2]
889,18,[6 2]
889,19,[2 3]
889,20,[1 3]
889,21,[7 1]
889,22,[4 2]
889,23,[4 1]
889,24,[3 2]
889,25,[2 4]
889,26,[5 2]
889,27,[3 1]
889,28,[2 1]
889,29,[1 4]
889,30,[3 0]
889,31,[5 0]
889,32,[2 0]
889,33,[0 2]
889,34,[4 0]
889,35,[1 0]
889,36,[5 6]
889,37,[5 1]
889,38,[1 2]
889,39,[0 3]
889,40,[4 7]
889,41,[3 6]
889,42,[3 7]
889,43,[5 7]
889,44,[6 6]
889,45,[6 1]
889,46,[0 4]
889,47,[0 5]
889,48,[1 1]
889,49,[7 3]
889,50,[7 0]
889,51,[0 0]
889,52,[0 1]
889,53,[6 0]
889,54,[1 6]
889,55,[0 7]
889,56,[1 7]
889,57,[0 6]
889,58,[6 7]
889,59,[7 7]
890,0,[5 4]
890,1,[3 5]
890,2,[2 2]
890,3,[3 2]
890,4,[2 3]
890,5,[5 3]
890,6,[5 5]
890,7,[5 2]
890,8,[4 5]
890,9,[4 6]
890,10,[3 6]
890,11,[6 5]
890,12,[6 4]
890,13,[2 4]
890,14,[1 5]
890,15,[2 5]
890,16,[1 4]
890,17,[5 6]
890,18,[2 6]
890,19,[2 7]
890,20,[3 1]
890,21,[1 2]
890,22,[1 3]
890,23,[0 5]
890,24,[0 4]
890,25,[2 1]
890,26,[4 2]
890,27,[0 3]
890,28,[4 7]
890,29,[7 3]
890,30,[6 3]
890,31,[7 2]
890,32,[6 2]
890,33,[3 0]
890,34,[5 7]
890,35,[4 1]
890,36,[3 7]
890,37,[5 1]
890,38,[7 4]
890,39,[0 6]
890,40,[4 0]
890,41,[6 7]
890,42,[0 2]
890,43,[0 1]
890,44,[1 6]
890,45,[5 0]
890,46,[7 1]
890,47,[0 7]
890,48,[1 7]
890,49,[6 1]
890,50,[7 0]
890,51,[6 0]
890,52,[7 7]
890,53,[7 5]
890,54,[7 6]
890,55,[6 6]
890,56,[2 0]
890,57,[1 0]
890,58,[0 0]
890,59,[1 1]
891,0,[5 4]
891,1,[3 5]
891,2,[2 2]
891,3,[3 2]
891,4,[2 3]
891,5,[5 3]
891,6,[5 5]
891,7,[5 2]
891,8,[4 5]
891,9,[4 6]
891,10,[2 5]
891,11,[6 5]
891,12,[5 7]
891,13,[5 6]
891,14,[6 4]
891,15,[6 3]
891,16,[7 3]
891,17,[7 4]
891,18,[7 5]
891,19,[3 6]
891,20,[5 1]
891,21,[4 1]
891,22,[4 2]
891,23,[6 2]
891,24,[5 0]
891,25,[2 1]
891,26,[2 4]
891,27,[3 1]
891,28,[4 0]
891,29,[3 0]
891,30,[2 7]
891,31,[6 0]
891,32,[1 0]
891,33,[1 4]
891,34,[1 3]
891,35,[1 5]
891,36,[0 4]
891,37,[1 6]
891,38,[2 6]
891,39,[3 7]
891,40,[4 7]
891,41,[0 6]
891,42,[0 7]
891,43,[0 5]
891,44,[0 3]
891,45,[1 2]
891,46,[7 2]
891,47,[1 7]
891,48,[1 1]
891,49,[6 6]
891,50,[7 6]
891,51,[0 0]
891,52,[2 0]
891,53,[0 2]
891,54,[0 1]
891,55,[6 7]
891,56,[7 7]
891,57,[7 1]
891,58,[6 1]
891,59,[7 0]
892,0,[5 4]
892,1,[3 5]
892,2,[2 2]
892,3,[3 2]
892,4,[2 3]
892,5,[5 3]
892,6,[2 4]
892,7,[1 2]
892,8,[2 1]
892,9,[4 5]
892,10,[2 5]
892,11,[1 3]
892,12,[1 4]
892,13,[3 1]
892,14,[4 2]
892,15,[0 5]
892,16,[2 0]
892,17,[1 5]
892,18,[0 3]
892,19,[0 4]
892,20,[5 6]
892,21,[5 1]
892,22,[2 6]
892,23,[0 2]
892,24,[5 2]
892,25,[6 3]
892,26,[4 1]
892,27,[4 0]
892,28,[6 0]
892,29,[6 2]
892,30,[6 4]
892,31,[5 0]
892,32,[3 0]
892,33,[2 7]
892,34,[1 6]
892,35,[4 6]
892,36,[5 5]
892,37,[7 5]
892,38,[5 7]
892,39,[4 7]
892,40,[3 7]
892,41,[3 6]
892,42,[1 7]
892,43,[0 7]
892,44,[7 3]
892,45,[7 4]
892,46,[7 6]
892,47,[7 2]
892,48,[7 1]
892,49,[6 5]
892,50,[0 6]
892,51,[6 7]
892,52,[1 1]
892,53,[1 0]
892,54,[6 6]
892,55,[7 0]
892,56,[0 0]
892,57,[0 1]
892,58,[7 7]
892,59,[6 1]
893,0,[5 4]
893,1,[5 5]
893,2,[4 5]
893,3,[5 3]
893,4,[4 2]
893,5,[3 6]
893,6,[6 3]
893,7,[5 2]
893,8,[6 5]
893,9,[4 1]
893,10,[3 5]
893,11,[7 3]
893,12,[2 2]
893,13,[2 4]
893,14,[3 2]
893,15,[5 6]
893,16,[6 4]
893,17,[4 6]
893,18,[2 5]
893,19,[1 4]
893,20,[2 7]
893,21,[4 7]
893,22,[5 7]
893,23,[2 6]
893,24,[3 7]
893,25,[7 4]
893,26,[0 3]
893,27,[2 1]
893,28,[2 0]
893,29,[2 3]
893,30,[1 2]
893,31,[0 5]
893,32,[3 1]
893,33,[0 2]
893,34,[0 4]
893,35,[1 5]
893,36,[1 3]
893,37,[3 0]
893,38,[4 0]
893,39,[5 0]
893,40,[6 0]
893,41,[5 1]
893,42,[1 7]
893,43,[6 6]
893,44,[7 7]
893,45,[1 6]
893,46,[7 5]
893,47,[6 7]
893,48,[7 6]
893,49,[0 7]
893,50,[7 2]
893,51,[6 2]
893,52,[0 6]
893,53,[1 1]
893,54,[7 1]
893,55,[6 1]
893,56,[0 0]
893,57,[1 0]
893,58,[7 0]
893,59,[0 1]
894,0,[5 4]
894,1,[5 5]
894,2,[4 5]
894,3,[5 3]
894,4,[4 2]
894,5,[2 4]
894,6,[2 3]
894,7,[3 2]
894,8,[2 2]
894,9,[5 1]
894,10,[4 1]
894,11,[3 5]
894,12,[2 5]
894,13,[1 4]
894,14,[3 6]
894,15,[4 6]
894,16,[1 5]
894,17,[3 7]
894,18,[0 5]
894,19,[0 4]
894,20,[5 6]
894,21,[0 6]
894,22,[6 4]
894,23,[2 6]
894,24,[4 7]
894,25,[6 3]
894,26,[6 5]
894,27,[5 2]
894,28,[2 7]
894,29,[7 3]
894,30,[7 4]
894,31,[7 5]
894,32,[5 0]
894,33,[6 7]
894,34,[5 7]
894,35,[1 7]
894,36,[6 6]
894,37,[7 2]
894,38,[6 2]
894,39,[7 1]
894,40,[6 1]
894,41,[7 0]
894,42,[6 0]
894,43,[3 1]
894,44,[4 0]
894,45,[2 0]
894,46,[2 1]
894,47,[1 0]
894,48,[1 6]
894,49,[0 7]
894,50,[0 3]
894,51,[3 0]
894,52,[1 1]
894,53,[7 6]
894,54,[7 7]
894,55,[1 3]
894,56,[1 2]
894,57,[0 2]
894,58,[0 0]
894,59,[0 1]
895,0,[5 4]
895,1,[5 5]
895,2,[4 5]
895,3,[5 3]
895,4,[2 2]
895,5,[3 5]
895,6,[5 2]
895,7,[2 3]
895,8,[2 4]
895,9,[1 3]
895,10,[2 5]
895,11,[1 4]
895,12,[4 6]
895,13,[5 6]
895,14,[2 6]
895,15,[4 7]
895,16,[3 2]
895,17,[4 2]
895,18,[6 3]
895,19,[3 1]
895,20,[2 1]
895,21,[3 6]
895,22,[0 4]
895,23,[0 2]
895,24,[6 5]
895,25,[6 2]
895,26,[5 1]
895,27,[7 3]
895,28,[4 0]
895,29,[4 1]
895,30,[5 0]
895,31,[6 4]
895,32,[3 7]
895,33,[7 6]
895,34,[0 5]
895,35,[1 5]
895,36,[5 7]
895,37,[1 2]
895,38,[1 6]
895,39,[3 0]
895,40,[6 1]
895,41,[2 7]
895,42,[0 3]
895,43,[7 1]
895,44,[7 0]
895,45,[6 0]
895,46,[0 6]
895,47,[0 7]
895,48,[7 5]
895,49,[7 4]
895,50,[7 2]
895,51,[6 6]
895,52,[1 1]
895,53,[0 1]
895,54,[2 0]
895,55,[0 0]
895,56,[1 0]
895,57,[6 7]
895,58,[7 7]
895,59,[1 7]
896,0,[5 4]
896,1,[3 5]
896,2,[2 2]
896,3,[3 2]
896,4,[2 3]
896,5,[5 3]
896,6,[2 4]
896,7,[1 2]
896,8,[2 1]
896,9,[4 5]
896,10,[2 5]
896,11,[1 3]
896,12,[1 4]
896,13,[3 1]
896,14,[4 2]
896,15,[0 5]
896,16,[2 0]
896,17,[5 2]
896,18,[4 1]
896,19,[1 5]
896,20,[6 4]
896,21,[6 3]
896,22,[3 6]
896,23,[5 5]
896,24,[5 6]
896,25,[6 5]
896,26,[2 6]
896,27,[5 0]
896,28,[6 2]
896,29,[5 1]
896,30,[7 2]
896,31,[4 0]
896,32,[3 0]
896,33,[1 0]
896,34,[7 4]
896,35,[2 7]
896,36,[4 6]
896,37,[3 7]
896,38,[0 3]
896,39,[0 4]
896,40,[0 6]
896,41,[4 7]
896,42,[5 7]
896,43,[6 7]
896,44,[1 6]
896,45,[7 3]
896,46,[7 1]
896,47,[7 0]
896,48,[7 5]
896,49,[6 6]
896,50,[6 0]
896,51,[0 7]
896,52,[1 7]
896,53,[0 2]
896,54,[0 0]
896,55,[6 1]
896,56,[7 7]
896,57,[7 6]
896,58,[0 1]
896,59,[1 1]
897,0,[5 4]
897,1,[3 5]
897,2,[2 4]
897,3,[5 3]
897,4,[4 2]
897,5,[2 5]
897,6,[3 2]
897,7,[5 5]
897,8,[4 5]
897,9,[3 6]
897,10,[6 2]
897,11,[2 3]
897,12,[6 5]
897,13,[6 4]
897,14,[4 6]
897,15,[2 2]
897,16,[5 6]
897,17,[4 7]
897,18,[6 3]
897,19,[3 1]
897,20,[2 1]
897,21,[5 2]
897,22,[5 1]
897,23,[7 5]
897,24,[2 7]
897,25,[7 2]
897,26,[4 1]
897,27,[5 7]
897,28,[1 5]
897,29,[1 3]
897,30,[1 2]
897,31,[3 7]
897,32,[7 4]
897,33,[7 3]
897,34,[2 6]
897,35,[1 7]
897,36,[6 6]
897,37,[1 4]
897,38,[0 3]
897,39,[0 4]
897,40,[0 5]
897,41,[5 0]
897,42,[6 0]
897,43,[7 0]
897,44,[6 7]
897,45,[7 7]
897,46,[1 6]
897,47,[4 0]
897,48,[7 6]
897,49,[3 0]
897,50,[7 1]
897,51,[6 1]
897,52,[2 0]
897,53,[1 0]
897,54,[1 1]
897,55,[0 0]
897,56,[0 1]
897,57,[0 2]
897,58,[0 6]
897,59,[0 7]
898,0,[5 4]
898,1,[5 5]
898,2,[4 5]
898,3,[5 3]
898,4,[6 4]
898,5,[4 6]
898,6,[4 2]
898,7,[5 2]
898,8,[2 4]
898,9,[2 3]
898,10,[6 2]
898,11,[7 5]
898,12,[3 5]
898,13,[6 3]
898,14,[5 6]
898,15,[6 5]
898,16,[7 3]
898,17,[1 4]
898,18,[5 7]
898,19,[3 6]
898,20,[2 7]
898,21,[3 1]
898,22,[7 4]
898,23,[4 7]
898,24,[3 7]
898,25,[6 6]
898,26,[2 5]
898,27,[6 7]
898,28,[7 7]
898,29,[7 6]
898,30,[3 2]
898,31,[2 6]
898,32,[1 2]
898,33,[2 2]
898,34,[1 3]
898,35,[5 1]
898,36,[2 1]
898,37,[4 1]
898,38,[5 0]
898,39,[2 0]
898,40,[0 4]
898,41,[0 5]
898,42,[0 3]
898,43,[1 6]
898,44,[0 7]
898,45,[0 6]
898,46,[3 0]
898,47,[4 0]
898,48,[1 0]
898,49,[7 1]
898,50,[7 2]
898,51,[6 0]
898,52,[7 0]
898,53,[6 1]
898,54,[1 1]
898,55,[1 5]
898,56,[1 7]
898,57,[0 0]
898,58,[0 1]
898,59,[0 2]
899,0,[5 4]
899,1,[3 5]
899,2,[2 2]
899,3,[3 2]
899,4,[2 3]
899,5,[5 3]
899,6,[2 4]
899,7,[1 3]
899,8,[1 2]
899,9,[2 1]
899,10,[3 6]
899,11,[2 6]
899,12,[4 2]
899,13,[2 5]
899,14,[2 0]
899,15,[5 5]
899,16,[0 4]
899,17,[0 2]
899,18,[4 5]
899,19,[3 7]
899,20,[6 2]
899,21,[6 3]
899,22,[5 2]
899,23,[4 1]
899,24,[7 3]
899,25,[3 1]
899,26,[5 0]
899,27,[6 4]
899,28,[7 4]
899,29,[5 1]
899,30,[6 5]
899,31,[1 4]
899,32,[0 3]
899,33,[0 5]
899,34,[6 0]
899,35,[5 6]
899,36,[4 7]
899,37,[4 6]
899,38,[5 7]
899,39,[1 5]
899,40,[2 7]
899,41,[1 6]
899,42,[4 0]
899,43,[7 6]
899,44,[7 5]
899,45,[7 2]
899,46,[6 1]
899,47,[7 1]
899,48,[0 7]
899,49,[3 0]
899,50,[0 6]
899,51,[7 0]
899,52,[0 1]
899,53,[1 1]
899,54,[0 0]
899,55,[1 0]
899,56,[6 6]
899,57,[7 7]
899,58,[6 7]
899,59,[1 7]
900,0,[5 4]
900,1,[3 5]
900,2,[2 2]
900,3,[3 2]
900,4,[2 3]
900,5,[5 3]
900,6,[4 2]
900,7,[5 2]
900,8,[6 3]
900,9,[4 1]
900,10,[3 1]
900,11,[6 5]
900,12,[6 2]
900,13,[5 1]
900,14,[5 0]
900,15,[2 0]
900,16,[3 0]
900,17,[7 4]
900,18,[4 0]
900,19,[6 0]
900,20,[5 5]
900,21,[5 6]
900,22,[4 5]
900,23,[2 4]
900,24,[3 6]
900,25,[4 6]
900,26,[2 5]
900,27,[2 7]
900,28,[7 3]
900,29,[2 1]
900,30,[6 4]
900,31,[7 2]
900,32,[7 5]
900,33,[7 6]
900,34,[4 7]
900,35,[1 3]
900,36,[0 2]
900,37,[0 4]
900,38,[1 1]
900,39,[1 2]
900,40,[0 3]
900,41,[1 4]
900,42,[0 5]
900,43,[1 5]
900,44,[5 7]
900,45,[3 7]
900,46,[1 7]
900,47,[6 6]
900,48,[1 0]
900,49,[0 0]
900,50,[0 6]
900,51,[1 6]
900,52,[0 7]
900,53,[2 6]
900,54,[6 7]
900,55,[7 7]
900,56,[6 1]
900,57,[7 0]
900,58,[7 1]
900,59,[0 1]
901,0,[5 4]
901,1,[3 5]
901,2,[2 4]
901,3,[5 3]
901,4,[4 2]
901,5,[2 5]
901,6,[3 2]
901,7,[5 5]
901,8,[4 5]
901,9,[3 6]
901,10,[6 3]
901,11,[2 3]
901,12,[6 4]
901,13,[2 2]
901,14,[5 6]
901,15,[3 1]
901,16,[4 6]
901,17,[5 1]
901,18,[2 7]
901,19,[5 2]
901,20,[2 6]
901,21,[3 7]
901,22,[4 7]
901,23,[6 2]
901,24,[4 1]
901,25,[7 3]
901,26,[7 4]
901,27,[7 5]
901,28,[6 5]
901,29,[7 2]
901,30,[5 0]
901,31,[4 0]
901,32,[1 5]
901,33,[1 4]
901,34,[0 4]
901,35,[6 0]
901,36,[2 0]
901,37,[7 6]
901,38,[1 3]
901,39,[6 1]
901,40,[6 6]
901,41,[0 6]
901,42,[0 5]
901,43,[7 7]
901,44,[0 7]
901,45,[3 0]
901,46,[7 0]
901,47,[7 1]
901,48,[2 1]
901,49,[1 2]
901,50,[0 2]
901,51,[1 0]
901,52,[0 0]
901,53,[1 1]
901,54,[6 7]
901,55,[5 7]
901,56,[1 7]
901,57,[0 1]
901,58,[0 3]
901,59,[1 6]
902,0,[5 4]
902,1,[3 5]
902,2,[2 2]
902,3,[3 2]
902,4,[2 3]
902,5,[5 3]
902,6,[5 5]
902,7,[5 2]
902,8,[4 5]
902,9,[4 6]
902,10,[3 6]
902,11,[6 5]
902,12,[6 4]
902,13,[2 4]
902,14,[1 5]
902,15,[2 5]
902,16,[1 4]
902,17,[2 6]
902,18,[5 7]
902,19,[4 7]
902,20,[5 6]
902,21,[7 5]
902,22,[3 1]
902,23,[6 3]
902,24,[2 7]
902,25,[6 7]
902,26,[7 4]
902,27,[7 3]
902,28,[4 2]
902,29,[4 1]
902,30,[5 0]
902,31,[1 3]
902,32,[1 2]
902,33,[0 4]
902,34,[0 5]
902,35,[0 6]
902,36,[6 2]
902,37,[5 1]
902,38,[6 1]
902,39,[0 1]
902,40,[0 2]
902,41,[7 0]
902,42,[0 0]
902,43,[6 0]
902,44,[3 7]
902,45,[1 7]
902,46,[6 6]
902,47,[1 6]
902,48,[7 2]
902,49,[7 1]
902,50,[0 7]
902,51,[0 3]
902,52,[7 7]
902,53,[7 6]
902,54,[3 0]
902,55,[4 0]
902,56,[2 0]
902,57,[1 0]
902,58,[2 1]
902,59,[1 1]
